sku,nombre,marca,categoria,subcategoria,precio_oferta,precio_lista,precio_mayoreo,costo_usd,proveedor,clave_proveedor,stock,estado_comercial,imagen
A-CARCNN6550,"Toner CANON 057 H BK (3010C001AA) Impresión laser. Color negro, compatible con imageCLASS LBP226DW y MF443DW. Rendemient",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,109171.81,145562.41,98254.63,3393.063157894737,CT Internacional,A,15,disponible,assets/img/CARCNN6550.webp
A-TONCNN230,"Toner CANON 054H BK 3028C001AA Impresión laser. Color negro, compatible con imageCLASS LBP622Cdw, imageCLASS MF642Cdw Re",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,49609.93,66146.58,44648.94,1541.8784029038113,CT Internacional,A,15,disponible,assets/img/TONCNN230.webp
A-TONCNN240,"Toner CANON 054H CYAN 3027C001AA Impresión laser. Color cyan, compatible con imageCLASS LBP622Cdw, imageCLASS MF642Cdw R",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,49609.93,66146.58,44648.94,1541.8784029038113,CT Internacional,A,15,disponible,assets/img/TONCNN240.webp
A-TONCNN250,"Toner CANON 054H YELLOW 3025C001AA Impresión laser. Color amarillo, compatible con imageCLASS LBP622Cdw, imageCLASS MF64",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,49609.93,66146.58,44648.94,1541.8784029038113,CT Internacional,A,15,disponible,assets/img/TONCNN250.webp
A-TONCNN260,"Toner CANON 054H MAGENTA 3026C001AA Impresión laser. Color magenta, compatible con imageCLASS LBP622Cdw, imageCLASS MF64",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,49609.93,66146.58,44648.94,1541.8784029038113,CT Internacional,A,15,disponible,assets/img/TONCNN260.webp
A-TONCNN270,"Toner CANON 055 BK 3016C001AA Impresión laser. Color negro, compatible con imageCLASS LBP664CDW, MF741CDW, MF743CDW. R",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,44646.47,59528.62,40181.82,1387.613430127042,CT Internacional,A,15,disponible,assets/img/TONCNN270.webp
A-TONCNN280,"Toner CANON 055 CYAN 3015C001AA Impresión laser. Color cyan, compatible con imageCLASS LBP664CDW, MF741CDW, MF743CDW. R",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,54573.41,72764.55,49116.07,1696.143375680581,CT Internacional,A,15,disponible,assets/img/TONCNN280.webp
A-TONCNN290,"Toner CANON 055 MAGENTA 3014C001AA Impresión laser. Color magenta, compatible con imageCLASS LBP664CDW, MF741CDW, MF743",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,54573.41,72764.55,49116.07,1696.143375680581,CT Internacional,A,15,disponible,assets/img/TONCNN290.webp
A-TONCNN300,"Toner CANON 055 YELLOW 3013C001AA Impresión laser. Color amarillo, compatible con imageCLASS LBP664CDW, MF741CDW, MF743",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,54573.41,72764.55,49116.07,1696.143375680581,CT Internacional,A,15,disponible,assets/img/TONCNN300.webp
A-TONCNN310,"Toner CANON 055 BK 3020C001AA Impresión laser. Color negro, compatible con imageCLASS LBP664CDW, MF741CDW, MF743CDW. Re",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,81872.53,109163.37,73685.28,2544.6007259528133,CT Internacional,A,15,disponible,assets/img/TONCNN310.webp
A-TONCNN320,"Toner CANON 055 CYAN 3019C001AA Impresión laser. Color cyan, compatible con imageCLASS LBP664CDW, MF741CDW, MF743CDW.",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,101726.51,135635.35,91553.86,3161.6631578947367,CT Internacional,A,15,disponible,assets/img/TONCNN320.webp
A-TONCNN330,"Toner CANON 055 MAGENTA 3018C001AA Impresión laser. Color magenta, compatible con imageCLASS LBP664CDW, MF741CDW, MF743",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,101726.51,135635.35,91553.86,3161.6631578947367,CT Internacional,A,15,disponible,assets/img/TONCNN330.webp
A-TONCNN340,"Toner CANON 055 YELLOW 3017C001AA Impresión laser. Color amarillo, compatible con imageCLASS LBP664CDW, MF741CDW, MF74",VECTEC,toners_laser,Consumibles para Equipos Láser Blanco y Negro,101726.51,135635.35,91553.86,3161.6631578947367,CT Internacional,A,15,disponible,assets/img/TONCNN340.webp
A-CARCNN6410,"Toner CANON 047 BK 2164C001AA Impresión laser. Color negro, compatible con imageCLASS MF113. Rendemiento de hasta 1,600",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,37201.25,49601.67,33481.12,1156.2159709618875,CT Internacional,A,15,disponible,assets/img/CARCNN6410.webp
A-CARCNN6630,"Tambor CANON 049 BK 2165C001AA Impresión laser. Color negro, compatible con imageCLASS MF113. Rendemiento de hasta 12,00",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,42164.72,56219.63,37948.25,1310.480943738657,CT Internacional,A,15,disponible,assets/img/CARCNN6630.webp
A-TONCNN360,"Toner CANON 126 BK Impresión laser 3483B001AA. Color negro, compatible con series imageCLASS LBP6200, rendimiento de 2,",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,49609.93,66146.58,44648.94,1541.8784029038113,CT Internacional,A,15,disponible,assets/img/TONCNN360.webp
A-CARCNN900,"Tóner Canon GPR-22 (0386B001AA) Negro. Rendimiento: 8,400 páginas. Modelos Compatibles: IR-1019J, 1023J, 1023, 1023N, 10",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1236.53,1648.71,1112.88,38.43157894736842,CT Internacional,A,15,disponible,assets/img/CARCNN900.webp
A-CARCNN3610,"Tóner Canon GPR-39 (2787B003AA) Negro. Rendimiento: 15,100 páginas. Modelos Compatibles: IR-1730, 1740, 1750, 1730if, 17",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1941.68,2588.9,1747.51,60.347368421052636,CT Internacional,A,15,disponible,assets/img/CARCNN3610.webp
A-CARCNN3620,"Tambor Canon GPR-39 (2773B004AA) Rendimiento: 100,000 páginas. Modelos Compatibles: IR-1730, 1740, 1750, 1730if, 1740if,",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,4490.95,5987.94,4041.86,139.57894736842104,CT Internacional,A,15,disponible,assets/img/CARCNN3620.webp
A-CARCNN3630,"Tóner Canon GPR-48 (2788B000AA) Negro. Rendimiento: 15,200 páginas. Modelos Compatibles: IR-400if, IR-500if.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1862.42,2483.23,1676.18,57.8842105263158,CT Internacional,A,15,disponible,assets/img/CARCNN3630.webp
A-CARCNN870,"Tóner Canon GPR-18 (0384B001AA) Negro. Rendimiento: 8,300 páginas. Modelos Compatibles: IR-2016, 2020, 2016i, 2020i, 201",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,803.02,1070.69,722.72,24.957894736842107,CT Internacional,A,15,disponible,assets/img/CARCNN870.webp
A-CARCNN770,"Tambor Canon GPR-18 (0385B001AA) Rendimiento: 55,000 páginas. Modelos Compatibles: IR-2320, 2422L.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,4094.69,5459.59,3685.22,127.26315789473685,CT Internacional,A,15,disponible,assets/img/CARCNN770.webp
A-TONCNN110,"Tóner Canon GPR-35 (2785B000AA) Negro. Rendimiento: 15,000 páginas. Modelos Compatibles: IR-2525, 2530.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1651.09,2201.45,1485.98,51.31578947368421,CT Internacional,A,15,disponible,assets/img/TONCNN110.webp
A-CARCNN3660,"Tóner Canon GPR-34 (2786B003AA) Negro. Rendimiento: 19,500 páginas. Modelos Compatibles: IR-2535, 2535i, 2545, 2545i.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2113.39,2817.85,1902.05,65.6842105263158,CT Internacional,A,15,disponible,assets/img/CARCNN3660.webp
A-CARCNN3650,"Tambor Canon GPR-34/35 (2772B000AA) Rendimiento: 140,000 páginas. Modelos Compatibles: IR-2525, 2530, IR-2535, 2535i, 25",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,6868.52,9158.02,6181.67,213.47368421052633,CT Internacional,A,15,disponible,assets/img/CARCNN3650.webp
A-CARCNN1660,"Tóner Canon GPR-24 (1872B000AA) Negro. Rendimiento: 48,000 páginas. Modelos Compatibles: IR-5055, 5065, 5075, 5050.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2324.73,3099.64,2092.26,72.25263157894737,CT Internacional,A,15,disponible,assets/img/CARCNN1660.webp
A-CARCNN3700,"Tóner Canon GPR-42 (4791B000AA) Negro. Rendimiento: 34,200 páginas. Modelos Compatibles: IR-4045, 4051.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2522.86,3363.81,2270.57,78.41052631578947,CT Internacional,A,15,disponible,assets/img/CARCNN3700.webp
A-CARCNN3690,"Tóner Canon GPR-43 (4792B000AA) Negro. Rendimiento: 30,200 páginas. Modelos Compatibles: IR-4025, 4035.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2670.86,3561.15,2403.77,83.01052631578948,CT Internacional,A,15,disponible,assets/img/CARCNN3690.webp
A-CARCNN3710,"Tambor Canon GPR-42/43 (4793B000AA) Rendimiento: 172,000 páginas. Modelos Compatibles: IR-4025, 4035, 4045, 4051.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,5943.91,7925.21,5349.52,184.73684210526318,CT Internacional,A,15,disponible,assets/img/CARCNN3710.webp
A-CARCNN850,"Tóner Canon GPR-15 (9629A002AA) Negro. Rendimiento: 21,000 páginas. Modelos Compatibles: IR-2270, 2870, 3025, 3030, IR-2",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1355.08,1806.77,1219.57,42.11578947368421,CT Internacional,A,15,disponible,assets/img/CARCNN850.webp
A-CARCNN860,"Tóner Canon GPR-16 (9634A003AA) Negro. Rendimiento: 24,000 páginas. Modelos Compatibles: IR-3570, 4570, 3035, 3045, IR-3",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1426.54,1902.05,1283.89,44.33684210526316,CT Internacional,A,15,disponible,assets/img/CARCNN860.webp
A-CARCNN3740,"Tambor Canon GPR-15/16 (9630A000AA) Rendimiento: 80,000 páginas. Modelos Compatibles: IR-2270, 2870, 3025, 3030, IR-2230",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,5970.32,7960.43,5373.29,185.55789473684212,CT Internacional,A,15,disponible,assets/img/CARCNN3740.webp
A-CARCNN3780,"Tóner Canon GPR-37 (3764B000AA) Negro. Rendimiento: 70,000 páginas. Modelos Compatibles: IR-8085, 8095, 8105.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2032.1,2709.47,1828.89,63.15789473684211,CT Internacional,A,15,disponible,assets/img/CARCNN3780.webp
A-CARCNN3760,"Tóner Canon GPR-38 (3766B000AA) Negro. Rendimiento: 56,000 páginas. Modelos Compatibles: IR-6055, 6065, 6075.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,1757.43,2343.24,1581.69,54.62105263157895,CT Internacional,A,15,disponible,assets/img/CARCNN3760.webp
A-CARCNN3770,"Tambor Canon GPR-37/38 (3765B000AA) Rendimiento: 6,000,000 páginas. Modelos Compatibles: IR-6055, 6065, 6075, IR-8085, 8",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,36614.48,48819.3,32953.03,1137.9789473684211,CT Internacional,A,15,disponible,assets/img/CARCNN3770.webp
A-CARCNN3820,"Tóner Canon GPR-28 (1660B000AA) Negro. Rendimiento: 6,000 páginas. Modelos Compatibles: IRC C1030, 1030IF.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,3804.1,5072.13,3423.69,118.23157894736842,CT Internacional,A,15,disponible,assets/img/CARCNN3820.webp
A-CARCNN3920,"Tóner Canon GPR-36 (3783B000AA) Cian. Modelos Compatibles: IRC ADVANCE C-2030, 2020, 2225, 2230.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,3420.71,4560.95,3078.64,106.31578947368422,CT Internacional,A,15,disponible,assets/img/CARCNN3920.webp
A-CARCNN3930,"Tóner Canon GPR-36 (3784B000AA) Magenta. Modelos Compatibles: IRC ADVANCE C-2030, 2020, 2225, 2230.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,3420.71,4560.95,3078.64,106.31578947368422,CT Internacional,A,15,disponible,assets/img/CARCNN3930.webp
A-CARCNN3940,"Tóner Canon GPR-36 (3785B000AA) Amarillo. Modelos Compatibles: IRC ADVANCE C-2030, 2020, 2225, 2230.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,3422.06,4562.75,3079.85,106.35789473684211,CT Internacional,A,15,disponible,assets/img/CARCNN3940.webp
A-CARCNN3950,"Tambor Canon GPR-36 (3786B000AA) Negro. Modelos Compatibles: IRC ADVANCE C-2030, 2020, 2225, 2230.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,5177.81,6903.74,4660.03,160.92631578947368,CT Internacional,A,15,disponible,assets/img/CARCNN3950.webp
A-CARCNN3960,"Tambor Canon GPR-36 (3787B000AA) Cian. Modelos Compatibles: IRC ADVANCE C-2030, 2020, 2225, 2230.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,6340.17,8453.56,5706.15,197.05263157894737,CT Internacional,A,15,disponible,assets/img/CARCNN3960.webp
A-CARCNN3980,"Tambor Canon GPR-36 (3789B000AA) Amarillo. Modelos Compatibles: IRC ADVANCE C-2030, 2020, 2225, 2230.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,6340.17,8453.56,5706.15,197.05263157894737,CT Internacional,A,15,disponible,assets/img/CARCNN3980.webp
A-CARCNN6810,"Tambor. Canon Tambor GPR-51 (8520B003AA). Aproximadamente 37,200 páginas de rendimiento. Compatible con Canon ImageRunne",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,4275.89,5701.18,3848.3,132.89473684210526,CT Internacional,A,15,disponible,assets/img/CARCNN6810.webp
A-CARCNN5770,"Tambor Canon GPR-51 Magenta 8522B003AA RENDIMIENTO 36,300 Cobertura 5% Tamaño Carta Compatibilidad: IRC-1335",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,6023.16,8030.88,5420.84,187.20000000000002,CT Internacional,A,15,disponible,assets/img/CARCNN5770.webp
A-CARCNN6470,"Tóner Canon GPR-51 Cyan 8517B003AA RENDIMIENTO 36,300 Cobertura 5% Tamaño Carta Compatibilidad: IRC-1335",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5917.49,7889.99,5325.74,183.9157894736842,CT Internacional,A,15,disponible,assets/img/CARCNN6470.webp
A-TONCNN160,"Cartucho de tóner Canon GPR-57 NEGRO 0473C003AA Rendimiento 42,100 Cobertura 5% Tamaño carta, Compatibilidad: IR 4525",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2763.32,3684.43,2486.99,85.8842105263158,CT Internacional,A,15,disponible,assets/img/TONCNN160.webp
A-CARCNN4250,"Tambor Canon GPR-30 (2776B000AA) Negro. Modelos Compatibles: IR ADVANCE C-5045, 5051.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,11413.66,15218.21,10272.29,354.7368421052632,CT Internacional,A,15,disponible,assets/img/CARCNN4250.webp
A-CARCNN4260,"Tambor Canon GPR-30 (2777B000AA) Color. Modelos Compatibles: IR ADVANCE C-5045, 5051.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,10126.66,13502.21,9113.99,314.7368421052632,CT Internacional,A,15,disponible,assets/img/CARCNN4260.webp
A-CARCNN4270,"Tóner Canon GPR-30 (2789B000AA) Negro. Modelos Compatibles: IR ADVANCE C-5045, 5051.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,3691.66,4922.21,3322.49,114.73684210526316,CT Internacional,A,15,disponible,assets/img/CARCNN4270.webp
A-CARCNN4280,"Tóner Canon GPR-30 (2793B000AA) Cian. Modelos Compatibles: IR ADVANCE C-5045, 5051.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5283.47,7044.63,4755.12,164.21052631578948,CT Internacional,A,15,disponible,assets/img/CARCNN4280.webp
A-CARCNN4290,"Tóner Canon GPR-30 (2797B000AA) Magenta. Modelos Compatibles: IR ADVANCE C-5045, 5051.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5283.47,7044.63,4755.12,164.21052631578948,CT Internacional,A,15,disponible,assets/img/CARCNN4290.webp
A-CARCNN4300,"Tóner Canon GPR-30 (2801B000AA) Amarillo. Modelos Compatibles: IR ADVANCE C-5045, 5051.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5283.47,7044.63,4755.12,164.21052631578948,CT Internacional,A,15,disponible,assets/img/CARCNN4300.webp
A-CARCNN4200,"Tambor Canon GPR-31 (2779B000AA) Color. Modelos Compatibles: IR ADVANCE C-5030, 5035.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,6604.34,8805.79,5943.91,205.26315789473685,CT Internacional,A,15,disponible,assets/img/CARCNN4200.webp
A-CARCNN4210,"Tóner Canon GPR-31 (2790B000AA) Negro. Modelos Compatibles: IR ADVANCE C-5030, 5035.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,3183.63,4244.84,2865.27,98.94736842105263,CT Internacional,A,15,disponible,assets/img/CARCNN4210.webp
A-CARCNN4220,"Tóner Canon GPR-31 (2794B000AA) Cian. Modelos Compatibles: IR ADVANCE C-5030, 5035.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5273.31,7031.08,4745.98,163.89473684210526,CT Internacional,A,15,disponible,assets/img/CARCNN4220.webp
A-CARCNN4230,"Tóner Canon GPR-31 (2798B000AA) Magenta. Modelos Compatibles: IR ADVANCE C-5030, 5035.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5273.31,7031.08,4745.98,163.89473684210526,CT Internacional,A,15,disponible,assets/img/CARCNN4230.webp
A-CARCNN4240,"Tóner Canon GPR-31 (2802B000AA) Amarillo. Modelos Compatibles: IR ADVANCE C-5030, 5035.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,5273.31,7031.08,4745.98,163.89473684210526,CT Internacional,A,15,disponible,assets/img/CARCNN4240.webp
A-CARCNN4310,"Tóner Canon GPR-33 (2792B000AA) Negro. Modelos Compatibles: IR ADVANCE C-7055, 7065.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,6810.94,9081.25,6129.85,211.68421052631578,CT Internacional,A,15,disponible,assets/img/CARCNN4310.webp
A-CARCNN4320,"Tóner Canon GPR-33 (2796B000AA) Cian. Modelos Compatibles: IR ADVANCE C-7055, 7065.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,7634.62,10179.49,6871.16,237.28421052631577,CT Internacional,A,15,disponible,assets/img/CARCNN4320.webp
A-CARCNN4340,"Tóner Canon GPR-33 (2804B000AA) Amarillo. Modelos Compatibles: IR ADVANCE C-7055, 7065.",VECTEC,toners_laser,Consumibles para Equipos Láser a Color,7634.62,10179.49,6871.16,237.28421052631577,CT Internacional,A,15,disponible,assets/img/CARCNN4340.webp
A-CARCNN4350,"Tambor Canon GPR-32/33 (2780B000AA) Negro. Modelos Compatibles: IR ADVANCE C-7055, 7065.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,14344.63,19126.17,12910.17,445.8315789473685,CT Internacional,A,15,disponible,assets/img/CARCNN4350.webp
A-CARCNN5220,"Tambor Canon GPR-32/33 (2781B000AA) Color. Modelos Compatibles: IR ADVANCE C-7055, 7065.",VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,14344.63,19126.17,12910.17,445.8315789473685,CT Internacional,A,15,disponible,assets/img/CARCNN5220.webp
A-CARCNN4690,Tóner Canon GPR-54 (9436B003AA) Negro. Modelos Compatibles: iR-1435.,VECTEC,toners_laser,Consumibles para Equipos Láser a Color,2391.45,3188.6,2152.3,74.32631578947368,CT Internacional,A,15,disponible,assets/img/CARCNN4690.webp
A-CARCNN4760,Tambor Canon GPR-54 (9437B00AA) Modelos Compatibles: iR-1435,VECTEC,accesorios_perifericos,Consumibles para Equipos Láser a Color,4543.78,6058.38,4089.4,141.22105263157894,CT Internacional,A,15,disponible,assets/img/CARCNN4760.webp
A-CARCNN5470,"Tanque CANON PFI-1700 MBK (0774C001AA) Negro Matte. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO40",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5470.webp
A-CARCNN5480,"Tanque CANON PFI-1700 PBK (0775C001AA) Photo Negro. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO40",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5480.webp
A-CARCNN5490,"Tanque CANON PFI-1700 C (0776C001AA) Cian. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4000.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5490.webp
A-CARCNN5500,"Tanque CANON PFI-1700 M (0777C001AA) Magenta. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4000.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5500.webp
A-CARCNN5510,"Tanque CANON PFI-1700 Y (0778C001AA) Amarillo. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4000.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,166251.61,221668.82,149626.45,5167.105263157895,CT Internacional,A,15,disponible,assets/img/CARCNN5510.webp
A-CARCNN5520,"Tanque CANON PFI-1700 PC (0779C001AA) Photo Cian. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4000",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5520.webp
A-CARCNN5530,"Tanque CANON PFI-1700 PM (0780C001AA) Photo Magenta. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5530.webp
A-CARCNN5540,"Tanque CANON PFI-1700 GY (0781C001AA) Gris. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4000.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5540.webp
A-CARCNN5550,"Tanque CANON PFI-1700 PGY (0782C001AA) Photo Gris. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO400",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5550.webp
A-CARCNN5560,"Tanque CANON PFI-1700 R (0783C001AA) Rojo. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF PRO2000, PRO4000.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,168733.49,224977.99,151860.14,5244.242105263158,CT Internacional,A,15,disponible,assets/img/CARCNN5560.webp
A-CARCNN135,"Tanque Canon PFI-102 MBK (0894B001AA) Negro Matte. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 510, 605, 650,",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,56029.88,74706.51,50426.89,1741.4105263157894,CT Internacional,A,15,disponible,assets/img/CARCNN135.webp
A-CARCNN145,"Tanque Canon PFI-102 BK (0895B001AA) Negro. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 510, 605, 650, 655, 75",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,56029.88,74706.51,50426.89,1741.4105263157894,CT Internacional,A,15,disponible,assets/img/CARCNN145.webp
A-CARCNN155,"Tanque Canon PFI-102 C (0896B001AA) Cian. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 510, 605, 650, 655, 750,",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,56029.88,74706.51,50426.89,1741.4105263157894,CT Internacional,A,15,disponible,assets/img/CARCNN155.webp
A-CARCNN1370,"Tanque Canon PFI-102 Y (0898B001AA) Amarillo. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 510, 605, 650, 655,",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,56029.88,74706.51,50426.89,1741.4105263157894,CT Internacional,A,15,disponible,assets/img/CARCNN1370.webp
A-CARCNN4770,"Tanque Canon PFI-707 MBK (9820B001AA) Negro Mate. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF 830, 840, 850.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,149464.73,199286.31,134518.26,4645.368421052633,CT Internacional,A,15,disponible,assets/img/CARCNN4770.webp
A-CARCNN4780,"Tanque Canon PFI-707 BK (9821B001AA) Negro. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF 830, 840, 850.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,149464.73,199286.31,134518.26,4645.368421052633,CT Internacional,A,15,disponible,assets/img/CARCNN4780.webp
A-CARCNN4860,"Tanque Canon PFI-707 C (9822B001AA) Cian. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF 830, 840, 850.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,149464.73,199286.31,134518.26,4645.368421052633,CT Internacional,A,15,disponible,assets/img/CARCNN4860.webp
A-CARCNN4800,"Tanque Canon PFI-707 M (9823B001AA) Magenta. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF 830, 840, 850.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,149464.73,199286.31,134518.26,4645.368421052633,CT Internacional,A,15,disponible,assets/img/CARCNN4800.webp
A-CARCNN4870,"Tanque Canon PFI-707 Y (9824B001AA) Amarillo. Rendimiento: 700ml. Modelos Compatibles: imagePROGRAF 830, 840, 850.",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,149464.73,199286.31,134518.26,4645.368421052633,CT Internacional,A,15,disponible,assets/img/CARCNN4870.webp
A-CARCNN3410,"Tanque Canon PFI-107 MBK (6704B001AA) Negro Matte. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 670, 770, image",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,48369.07,64492.09,43532.16,1503.312159709619,CT Internacional,A,15,disponible,assets/img/CARCNN3410.webp
A-CARCNN3420,"Tanque Canon PFI-107 BK (6705B001AA) Negro. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 670, 770, imagePROGRAF",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,48369.07,64492.09,43532.16,1503.312159709619,CT Internacional,A,15,disponible,assets/img/CARCNN3420.webp
A-CARCNN3430,"Tanque Canon PFI-107 C (6706B001AA) Cian. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 670, 770, imagePROGRAF 6",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,48369.07,64492.09,43532.16,1503.312159709619,CT Internacional,A,15,disponible,assets/img/CARCNN3430.webp
A-CARCNN3440,"Tanque Canon PFI-107 M (6707B001AA) Magenta. Rendimiento: 130ml. Modelos Compatibles: imagePROGRAF 670, 770, imagePROGRA",VECTEC,plotters_gran_formato,Consumibles para Plotter Canon,48369.07,64492.09,43532.16,1503.312159709619,CT Internacional,A,15,disponible,assets/img/CARCNN3440.webp
